cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,page-faults:u,IPC,CPI
308940797,438657132,65555,16580,394494,783219,4494,4948,160442,441,10,430,490545,697591,612500,27161,93109,26516,27161,1415,6995,1484,15062,282,1.42,0.704287642
304856828,479807975,355628,1248506,7130582,932632,26311,152623,384294,4184,11089,997,72130,294380,324314,221671,89482,326156,221671,7930,49857,119097,16818,463,1.57,0.635372574
309205552,205058204,215735,536134,4041276,18198,34225,54577,311371,8510,16515,636,13564,75830,229446,821354,61775,789305,821354,86764,314306,50241,13384,0,0.66,1.507891642
308809097,196827128,582458,551363,4733728,18527,35912,184687,345794,3109,11360,400,15360,345381,411388,887154,23242,331491,887154,88453,267557,98635,16451,192,0.64,1.568935645
308800804,357518488,986530,128777,3073824,28738,3272,24657,853491,1368,4871,120,15531,40284,152787,14328,30299,8013,14328,413,5669,1127,37841,0,1.16,0.863733805
308871907,420706238,264265,45411,1768184,41572,91099,256183,590901,22740,35849,2390,20795,4604,16964,44252,6659,12291,44252,2681,6145,2844,14640,188,1.36,0.734174774
305884376,464298512,259199,948113,5703183,1650940,21061,119290,528864,5267,19900,1272,17381,139361,138984,538040,23806,51377,538040,123270,423068,215146,19545,43,1.52,0.658809727
308238994,275006935,197851,441750,4181513,20157,64644,189927,334036,8980,10344,400,12722,196253,475979,590385,48968,540902,590385,37676,233294,1942,6878,0,0.89,1.120840804
306946201,351906487,728129,1209635,7467169,19737,64337,197882,414519,10634,16954,405,16589,326898,424537,646559,38752,433564,646559,71984,318038,1641,4711,130,1.15,0.872237973
307937029,224355251,538332,332437,2726624,5052,3379,46258,844916,3342,11091,1894,32828,29779,119674,22491,6070,3947,22491,670,5149,2556,44155,0,0.73,1.372542107
308480688,361778837,694048,525239,4448029,55984,171191,272359,456267,10105,5122,1919,6019,4303,15160,45688,9697,12159,45688,2856,7116,4805,36482,0,1.17,0.852677538
307680410,457646223,362209,488935,6427432,1504085,86251,172440,692998,6600,16132,656,15847,75441,86040,933863,84532,844326,933863,77693,325445,73008,40061,0,1.49,0.672310607
309141032,329583471,270505,1246220,6121698,15174,63018,155426,358371,6084,11923,496,18188,334864,425057,133786,40364,257918,133786,3125,204202,32175,33930,0,1.07,0.937974927
306823275,499721265,375014,1363447,8953382,15261,50327,68171,409066,12424,8981,160,15496,394666,483662,132611,52588,469350,132611,3686,8830,3866,20090,0,1.63,0.61398883
309134351,171805273,917939,315820,2919918,4548,4726,40154,979942,2250,7152,2170,37273,27922,116422,102784,11001,8634,102784,3579,49740,4877,5225,0,0.56,1.79932982
308106649,399079537,599131,1644536,5238780,54195,200213,271832,236488,390,155,200,5202,3733,13537,113402,52432,21997,113402,3883,5234,2681,41264,0,1.3,0.772043216
307872446,460223351,579943,1327210,9891629,94638,112367,204749,567377,4926,892,180,9672,305825,502856,331818,196790,125047,331818,4166,5663,6810,2266790,0,1.49,0.668963114
307176553,417916428,346082,1233347,6990050,15834,85610,186331,406455,11020,15200,416,15191,169008,172302,580662,189680,606570,580662,59027,265928,3940,9654,0,1.36,0.735019091
308869107,560575185,389044,1255485,9886269,15245,77181,73204,479672,12149,8304,310,16770,260162,237477,86453,144362,86082,86453,1065,194752,116914,19188,0,1.81,0.55098605
308903473,187757881,1035441,536612,3550095,18128,5725,48943,770639,255,30,716,37452,29498,88426,102632,42677,205624,102632,2881,69381,2211,5092,0,0.61,1.645222407
305699755,424996958,402634,1817079,4239245,46338,124881,49132,128427,440,140,130,13348,15252,96934,13728,42281,5285,13728,751,3463,2805,43138,0,1.39,0.71929869
308848924,510288759,384905,548331,13063635,563472,90685,126263,423271,6325,14570,985,24516,12652,34467,63445,5049,13632,63445,9234,200650,34976,2917712,5,1.65,0.60524344
309197681,349541341,293648,1242899,6235984,13880,62642,155486,363900,6084,13556,1116,22867,140795,94390,1060109,80707,842874,1060109,73711,422198,65672,14870,0,1.13,0.884581149
306917036,507959220,373779,1445935,9064698,15629,51943,70946,411823,13346,9789,1111,24476,348794,436704,102650,54522,229582,102650,2198,13768,1710,6683,0,1.66,0.604215897
309092326,172605489,919584,282977,2874813,5262,5074,44051,1019783,4913,12093,2839,24345,392038,480014,101248,71954,455235,101248,1077,39551,3721,5243,0,0.56,1.790744476
308068297,397072585,592554,1656483,5214385,54527,198725,299595,305326,623,141,2092,42858,26826,112299,18844,35509,6133,18844,1033,5080,2737,41166,0,1.29,0.775848821
308251119,453490056,599816,1320770,9946524,96233,118703,233732,531558,4543,141,539,5047,3971,12748,52913,8871,10030,52913,3151,5939,8144,2480181,0,1.47,0.679730713
307367017,413899620,357687,1227932,7070243,15655,75148,147345,332629,2642,967,195,9426,306144,508748,566117,115557,497825,566117,53374,252423,2568,7812,0,1.35,0.742612465
308844661,559806560,388491,1303479,9775265,23184,86888,139308,497206,12842,14764,521,15668,149700,161280,82800,3947,111592,82800,1359,213300,114801,18406,0,1.81,0.551698896
309124092,188278711,1036053,456708,3958399,16973,43377,31068,739959,12394,8127,305,16413,252058,174481,109191,9561,193922,109191,2656,73562,2042,4805,0,0.61,1.641843044
305314156,422709119,422396,2098783,5484866,64316,145077,62010,494466,170,80,561,36048,27617,118166,11872,44296,4692,11872,764,3533,2938,42460,0,1.38,0.722279559
306627460,483342935,690378,1296525,6931942,46732,28665,41920,230197,461,160,115,5547,4078,14183,148868,8425,16757,148868,9127,206878,34492,2933869,0,1.58,0.634389039
306818756,536662335,465050,2190756,8676021,25446,41900,146538,341193,5453,14923,591,14885,314805,481463,131312,58732,243926,131312,1986,118770,2023,13155,0,1.75,0.571716582
306766373,542253712,355316,1666685,10176156,24991,66633,75439,425308,10811,8185,255,12872,28547,99657,534733,2656,256614,534733,90673,726068,58946,12908,0,1.77,0.5657248
307807127,356060729,496993,1058828,9082206,21942,87312,32928,478624,12357,12970,420,10259,9797,29549,135551,5462,270527,135551,1835,37759,808,3213,0,1.16,0.864479292
306775011,409930791,837263,1486813,4183687,35897,5939,26523,612021,195,65,380,37455,28067,121414,12630,25261,4811,12630,626,16890,148875,74654,0,1.34,0.748358059
302720689,405037592,188365,748953,743261,26280,2236,1914,84742,451,135,115,5423,4454,14084,656441,32711,833845,656441,32441,351379,27261,154537,0,1.34,0.747389119
304336561,534143724,556324,2020386,9381228,15374,43392,172614,334519,10672,21036,721,18444,203991,173049,110840,5196,195173,110840,49434,459266,121095,39334,0,1.76,0.569765303
308636796,553189189,383750,1350848,10203489,16907,77259,135294,411756,4440,5042,10,7642,27123,170190,354737,87432,696270,354737,46381,51460,11664,29633,0,1.79,0.557922682
307573375,516904775,484690,1452596,11120583,17013,99626,93860,396425,4280,11417,75,4580,20672,75834,81019,1848,190644,81019,682,14830,19169,31173,0,1.68,0.595029084
308732577,363927266,910983,298405,3261667,40276,2164,134,702629,210,65,390,38335,28204,127539,656049,14784,39953,656049,148583,492127,213502,23300,0,1.18,0.848335934
307900880,424384403,80545,32401,116776,15101,2740,2966,86899,496,130,145,4109,15423,82869,455810,180044,1183957,455810,68420,1233392,321928,51417,0,1.38,0.725523553
307427277,539622776,367900,1434105,8183791,15065,85145,111559,339981,10254,13192,436,12160,32642,104044,423649,14683,323277,423649,191592,807945,153408,37471,0,1.76,0.569707749
308561227,529933037,452573,1732804,10130939,15874,56021,111092,306565,1027,2541,55,9462,283490,436195,426195,112297,225012,426195,65076,651306,61773,13377,0,1.72,0.582264561
308834164,521239696,483299,1586675,9887753,16696,79799,91383,572279,1538,6039,45,5873,19809,70085,416439,103316,105895,416439,40672,329342,103899,16783,0,1.69,0.592499317
309061753,340703911,657616,51122,2822269,38485,2415,191,743165,195,60,30,40145,30057,131417,146910,96048,141351,146910,2330,64952,9321,20911,0,1.1,0.907127107
309126662,428103400,84379,18201,119445,14611,2721,2756,80704,531,531,907,29360,80776,478240,1259063,392044,1389709,1259063,215546,867590,183165,35919,0,1.38,0.722084109
306113852,518145919,539087,2105833,9352417,15945,43118,125459,348474,9837,18984,871,21190,251516,463591,316429,256288,587925,316429,36550,189600,50033,807695,1,1.69,0.590786959
308488238,560632269,387876,1278502,9922586,14988,78093,136916,418553,5383,9478,268,18969,95087,192844,106170,7049,217197,106170,1885,318562,123526,18669,0,1.82,0.550250592
307996255,515385665,483084,1684879,11151746,17793,106846,72161,415128,6816,11426,740,14410,24100,111579,480875,96133,690483,480875,47246,3590,8206,14118,0,1.67,0.597603457
308941713,359475497,908299,319654,3468937,38907,2521,259,698033,319,636,759,28697,24087,71517,100102,4090,204138,100102,570,39149,2449,4604,0,1.16,0.859423565
306918114,412443586,91024,206446,121276,14747,2593,2747,86374,796,154,1055,40336,27772,122206,366538,20185,4754,366538,108709,1053390,333542,78759,0,1.34,0.744145683
308220796,541211131,406890,1488186,7913562,12943,89738,118460,321719,9314,4870,963,12586,10142,47845,395247,112240,1141677,395247,96825,510710,142320,53449,0,1.76,0.569501953
308081628,531805132,427314,1670670,10416303,16211,68907,119389,380326,6103,13780,977,14601,32890,149743,479950,7931,315609,479950,96697,794915,58852,13247,0,1.73,0.579313003
308771388,518780105,475338,1609190,10143547,17604,86851,101815,362068,1558,3636,120,8305,164957,431980,200724,60289,329124,200724,11434,300833,58624,19782,0,1.68,0.595187412
309035897,348863875,614197,114327,2819900,40359,3049,507,641067,1123,5891,160,5638,31550,67300,96897,1002,111171,96897,1967,36405,6239,18255,0,1.13,0.88583519
309184248,428072850,83764,19064,115844,24190,3521,1306,425038,269,55,315,39624,28680,121489,1065538,197858,970608,1065538,316990,1002540,185672,34741,0,1.38,0.722270165
305263104,895901687,570133,2600447,11526863,36507,122783,147331,303694,551,210,526,17475,69260,456805,401951,69828,446534,401951,122038,792108,123040,29239,0,2.93,0.340732815
301837623,869822097,664051,2674978,12369641,28767,90312,88492,535179,7625,15695,1197,23728,382801,706855,111977,128731,353916,111977,1547,11693,73145,18009,0,2.88,0.347010755
309235979,505208882,951753,772625,8426060,38311,120193,128587,615394,6520,12345,175,6539,28700,82433,157337,1446,182232,157337,7027,233674,9646,43537,0,1.63,0.612095294
306914098,669359135,769971,612985,6700031,110359,5860,43424,871600,17338,31601,3828,24687,81271,7108,56108,4453,15338,56108,3401,5311,4102,498841,0,2.18,0.458519324
302075249,620630706,713984,3421282,11143174,47240,167604,337435,706006,14967,26826,1673,21529,98516,168163,668748,124317,668552,668748,125592,342706,109498,22482,0,2.05,0.486723016
307595497,221553480,689111,416355,5278910,24545,79624,216066,512416,10987,18399,1337,24593,545388,657895,135522,125383,448998,135522,2054,49222,4358,5617,0,0.72,1.388357777
308125488,500371926,844338,550065,4195899,35981,7111,31571,1130003,235,40,1332,36154,24694,116558,1602054,255911,1407544,1602054,355842,706854,150539,9032,0,1.62,0.615792917
307222176,585503501,148222,127092,48072,939851,21763,101621,398057,6913,22259,1573,58778,236102,327146,1294545,126432,921952,1294545,83496,520320,60203,17016,0,1.91,0.524714499
302464776,740204831,565098,2492499,12759553,29463,122176,186415,578998,4675,3894,30,11627,307963,491340,1035356,162201,656949,1035356,93929,305217,162555,44742,0,2.45,0.408623077
305330909,378712642,882691,1079604,4633116,6372,2802,62487,1305409,1883,14232,1848,27083,30615,110977,27390,29112,5792,27390,2035,6628,15318,49531,0,1.24,0.806233738
300949899,572991267,572413,1926215,4537808,55474,129730,63921,166629,425,205,150,616,11866,301909,382688,138458,1651734,382688,49960,239991,51666,302637,0,1.9,0.525225979
304988129,912886388,691338,3238856,13584985,27908,117179,251866,481637,1378,9140,656,19077,366555,468524,1240893,159050,904614,1240893,84105,451286,186413,348989,0,2.99,0.334092098
304827901,642874750,519715,2174232,12500132,26604,134624,95593,727640,16782,15560,937,14493,20120,80958,152712,3620,222891,152712,3093,29420,3695,8613,0,2.11,0.474163748
308452000,509638531,851174,275874,3175581,38623,4778,253,952958,180,1437,2203,58893,631524,667602,110596,228920,40061,110596,4591,55728,4433,22148,0,1.65,0.605236812
308081716,648973705,408745,747603,6890676,1091977,149158,347136,824288,6729,17482,1062,24962,558977,595016,122781,151874,119223,122781,3968,6238,3820,8324,0,2.11,0.474721416
302557121,754952733,595343,2199385,10025624,13763,30611,266184,416098,8182,15437,1117,20994,354139,713088,177605,186824,366076,177605,117957,692123,157704,26913,0,2.5,0.400762998
308108397,253840420,924635,382079,4180767,14836,6048,54811,1184094,891,115,976,32605,23597,126146,939707,204315,566110,939707,80166,294017,2071,6884,0,0.82,1.213787769
306463942,601358690,121134,28403,44029,9707,3914,826,126374,3396,8311,1983,109503,354343,631395,30044,141655,11436,30044,139894,964638,444790,95842,0,1.96,0.509619212
308620156,548746718,441704,1714469,8325875,19776,114500,274656,637417,14775,13982,876,18012,111553,504252,382360,184455,578686,382360,103353,459671,210500,31826,0,1.78,0.562409115
301871845,703676751,549121,1921089,9273576,14299,54954,129001,744275,941,4739,246,14710,20179,87943,699142,139260,651910,699142,67563,368874,118023,26688,0,2.33,0.428992211
309079999,513021571,861935,1713142,5850514,67336,227843,329970,393874,455,178,766,15552,43524,155683,22364,154368,10741,22364,1083,5736,5454,37920,0,1.66,0.602469792
305874866,889616462,647818,3258110,13541745,26045,122289,262489,467103,1379,3843,797,13829,4931,5756,530058,44210,891532,530058,35863,376076,171442,115903,0,2.91,0.343827794
304597996,714431356,574665,2421341,13104825,24181,105682,96432,731195,18508,18301,2379,38380,363178,442298,893493,161807,1034105,893493,35831,256608,2167,9020,0,2.35,0.426350262
308425165,488912552,904852,126683,3185374,39368,4995,275,920343,2577,10878,1254,18757,16950,82261,87395,3601,198763,87395,1484,41042,6700,23499,0,1.59,0.630839122
307015596,653355810,494864,1019351,8112012,1132615,161838,397332,962358,5388,11698,3034,70783,630358,644633,38396,21477,10774,38396,3607,6100,4328,8431,0,2.13,0.469905664
301653127,697387480,594749,2195136,9124102,15498,31131,112459,362881,3129,17936,851,25959,556698,414499,356706,39576,188105,356706,119082,696425,161842,23124,0,2.31,0.43254738
309173849,254680277,1014288,449092,4234451,14409,52907,303911,1183767,9591,23507,1007,22709,446082,655657,829221,141961,600236,829221,76717,264320,3758,6019,0,0.82,1.213968559
308023625,605656878,119259,21612,371032,28098,6372,11146,507479,290,40,886,33145,24270,115371,50698,43441,6244,50698,198927,1001312,448069,96625,0,1.97,0.508577771
301945109,717897710,526351,2425909,9337569,28640,17727,41089,204671,3457,8633,2500,107642,133498,459916,1026179,212535,1144813,1026179,113284,504007,87516,22742,0,2.38,0.420596284
302435167,877935432,720005,2476823,12835571,31727,161172,239263,552712,12995,22213,1047,24474,338999,438821,59459,16031,99817,59459,55850,644891,147995,23754,0,2.9,0.344484521
308965222,536025357,960622,1025940,8061492,38478,73114,121723,752705,1037,6473,40,6584,16642,69192,243403,36626,628537,243403,6432,92233,4278,36480,0,1.73,0.576400385
301081390,653155052,997754,1194658,7194040,96028,180593,334969,714618,20565,27615,1704,20061,4134,6526,48632,2073,22681,48632,3714,17699,39988,2166553,0,2.17,0.46096465
306364309,498673697,544789,2142309,10238907,38223,154094,329940,629844,14411,17102,696,12233,70320,536006,667930,149540,760747,667930,67341,544367,153995,18388,0,1.63,0.614358268
307605907,313282169,513953,1450528,7697965,26318,103128,273277,635787,17011,20143,1407,24764,417150,427763,124260,34995,228646,124260,6556,74235,4076,6381,0,1.02,0.981881312
305771305,516517942,1070872,441217,3981877,35303,7659,1788,936021,215,45,200,34560,23371,442504,996855,390604,1571230,996855,148520,7591,3068,12139,0,1.69,0.591985835
307499248,607127069,112181,68436,1356269,1076185,21360,154201,624147,8431,25197,1658,24597,215427,654223,650807,197118,1194386,650807,35809,293978,920,32809,0,1.97,0.50648252
302659708,863401727,703667,3054692,14080623,22870,85794,190209,503571,711,5822,561,16906,367219,480621,1390338,154773,875784,1390338,88704,196901,145408,50056,0,2.85,0.35054332
309131739,300579661,887983,459206,3253492,5949,2861,43404,1178026,2545,9774,2775,35272,21975,106418,19921,51215,5398,19921,1384,3593,73277,47205,0,0.97,1.028451952
297081113,597463868,360556,1887478,3420821,20090,36939,1030,118708,440,195,591,15227,74521,541540,874001,232461,879180,874001,112992,561828,103769,57422,0,2.01,0.497236953
302252125,711631519,527694,2147272,9314449,19565,84898,237950,451921,13440,21511,997,24586,330073,324032,113932,30624,93398,113932,3972,29890,19845,42598,0,2.35,0.424731222
302951901,883231285,743923,2985411,15444190,22376,112511,113685,740887,1127,7024,45,6819,17091,69074,396006,32258,785165,396006,90741,918702,171234,26496,0,2.92,0.343004042
309213366,508999615,961206,69539,3317230,66898,138024,295305,712677,20596,26989,2565,19367,4214,6675,134050,55251,39711,134050,3892,11365,4127,36153,0,1.65,0.607492338
303254227,741603861,943688,2685769,12360394,40950,155992,332751,617753,14486,14912,681,12494,181750,532623,162548,261232,679631,162548,4411,17174,39493,2206589,0,2.45,0.408916732
